IMPLEMENTATION,RUN_IN_FILE,MESSAGES_SENT,COMMIT_TIME,CPU_UTIL,MAX_MEM,LOG_SIZE
pysyncobj,1,10000,0.09908866637399978,2.0,40872.0,209904.0
pysyncobj,2,10000,0.09905290158090174,2.0,40976.0,210912.0
pysyncobj,3,10000,0.09908066881560117,2.0,40996.0,210408.0
